Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Time Spent per Day,Material Name,Material Level,IQ of Student
Gautam Dey,14,Female,India,Karnataka,Haldia,Sub,Medium,Middle,Intermediate,Algebra,60.73019226159636,3.6773210581471747,Material_46,Medium,87.13323197239538
Barkha Gulati,13,Female,India,Goa,Raurkela Industrial Township,"Horticulturist, amenity",High,Middle,Intermediate,English Literature,88.89714292017018,3.8063524870656016,Material_9,Medium,87.06577682649426
Yachana Sodhi,6,Female,India,Mizoram,Bhopal,Insurance account manager,Low,Elementary,Beginner,Intro to Science,92.78679529629927,2.5894171574568516,Material_27,Basic,118.1945314652582
Girindra Srivastava,5,Male,India,Chhattisgarh,Amravati,Quantity surveyor,High,Elementary,Beginner,Reading Comprehension,65.92642602384124,2.120965574928084,Material_25,Basic,104.19561783136699
Devansh Baria,11,Male,India,Bihar,Junagadh,Veterinary surgeon,High,Middle,Intermediate,Earth Science,49.9646900768364,3.9469138991124253,Material_38,Medium,64.43907268379857
Caleb Barad,7,Female,India,Sikkim,Secunderabad,"Engineer, production",Low,Elementary,Beginner,Intro to Science,50.37638475801223,2.0329511869684795,Material_21,Basic,98.97055493087463
Panini Khanna,7,Male,India,Assam,Yamunanagar,Theatre director,High,Elementary,Beginner,Reading Comprehension,63.65842067010111,3.484388544303959,Material_11,Basic,106.31589290504398
Utkarsh Krish,9,Male,India,Himachal Pradesh,Bareilly,"Journalist, newspaper",High,Elementary,Beginner,Math Basics,72.37521116999501,2.4732575527131373,Material_15,Basic,93.29695932321786
Leela Palan,17,Female,India,Uttarakhand,Munger,Sports development officer,Low,High,Advanced,Calculus,63.43691630432126,3.16841880300424,Material_15,Hard,115.64963866187927
Girindra Deshpande,16,Male,India,Tamil Nadu,Motihari,Furniture designer,High,High,Advanced,Advanced Writing,59.00381756401345,2.1966564207510286,Material_32,Hard,91.58907758027746
Gaurangi Samra,12,Male,India,Uttar Pradesh,Ujjain,Chief Strategy Officer,Low,Middle,Intermediate,Earth Science,74.19433891645659,1.1970968084685858,Material_35,Medium,84.79466905742481
Lila Comar,18,Male,India,Kerala,Varanasi,"Accountant, chartered certified",Low,High,Advanced,Advanced Writing,61.49736538466887,2.80352727210518,Material_36,Hard,104.17376750351897
Isha Rajagopal,17,Male,India,Meghalaya,Tumkur,"Production designer, theatre/television/film",Medium,High,Advanced,Physics,61.55775320616129,4.544030293854165,Material_23,Hard,73.9429567719917
Harsh Dora,13,Female,India,Andhra Pradesh,Bhind,Professor Emeritus,High,Middle,Intermediate,Earth Science,82.58861070210999,4.905791614855994,Material_37,Medium,120.32256913990844
Urvashi Ben,14,Male,India,Odisha,Udaipur,Translator,High,Middle,Intermediate,English Literature,100.0,4.123680693519583,Material_47,Medium,99.7323076561099
Maya Balakrishnan,8,Male,India,Manipur,Bhiwani,"Accountant, chartered public finance",Medium,Elementary,Beginner,Reading Comprehension,95.29971511241696,4.961566127593885,Material_18,Basic,35.06077235979707
Panini Pandit,14,Male,India,Karnataka,Vijayawada,"Administrator, Civil Service",High,Middle,Intermediate,English Literature,60.63380749192691,-2.542617969235786,Material_30,Medium,101.94986663658794
Arya Tiwari,14,Female,India,Uttarakhand,Kozhikode,"Engineer, control and instrumentation",Low,Middle,Intermediate,Algebra,100.0,3.2840848679168357,Material_32,Medium,137.1074886429533
Chatresh Lanka,7,Male,India,Chhattisgarh,Khora ,Insurance broker,High,Elementary,Beginner,Intro to Science,67.58859101045678,4.743052998041888,Material_5,Basic,108.95870023551188
Hardik Mukhopadhyay,11,Female,India,Rajasthan,Alappuzha,Environmental manager,Medium,Middle,Intermediate,Algebra,84.96505255597167,1.9679423905925453,Material_42,Medium,85.98075528772351
Sanaya D’Alia,9,Female,India,Tamil Nadu,Jalgaon,Retail buyer,Medium,Elementary,Beginner,Intro to Science,77.37124117935589,4.887464247858508,Material_39,Basic,90.1892094895925
Oliver Bhandari,5,Male,India,Goa,Karaikudi,Surgeon,Medium,Elementary,Beginner,Reading Comprehension,57.08686163262576,0.5317348815180608,Material_32,Basic,97.03953210035708
Pahal Puri,13,Male,India,Rajasthan,Shimoga,Ecologist,Low,Middle,Intermediate,Algebra,76.12502756097193,2.7825064058417417,Material_49,Medium,74.83093101155096
Zayyan Bajaj,8,Male,India,Goa,Bulandshahr,"Librarian, academic",High,Elementary,Beginner,Reading Comprehension,88.43811702329671,0.9607647591846173,Material_24,Basic,104.89662967688552
Atharv Brar,17,Female,India,Andhra Pradesh,Sambalpur,Dramatherapist,Low,High,Advanced,Advanced Writing,79.83758727540973,2.797149184284347,Material_44,Hard,104.33869731213987
Laban Jha,14,Male,India,Meghalaya,Gorakhpur,"Surveyor, rural practice",High,Middle,Intermediate,Algebra,76.29254573724857,2.2742147994133894,Material_5,Medium,102.86622407423327
Zayan Dey,18,Male,India,Chhattisgarh,Giridih,Garment/textile technologist,Medium,High,Advanced,Calculus,70.97938390946321,3.810986103294569,Material_46,Hard,131.62972714033324
Bimala Karnik,9,Male,India,Assam,Tadepalligudem,"Civil engineer, contracting",Low,Elementary,Beginner,Reading Comprehension,65.25234551320946,3.9904397569368486,Material_38,Basic,107.38112293248123
Ishaan Gaba,15,Male,India,Meghalaya,Kulti,Radiation protection practitioner,Medium,High,Advanced,Physics,74.21649405379111,1.94992576912811,Material_46,Hard,115.36653986760676
Hemal Suresh,8,Male,India,Odisha,Ajmer,Newspaper journalist,Low,Elementary,Beginner,Intro to Science,64.14454258431347,1.1484362634285903,Material_32,Basic,92.31687371984029
Daksha Oza,17,Female,India,Himachal Pradesh,Vasai-Virar,Textile designer,Low,High,Advanced,Advanced Writing,7.082832700517287,3.8090267918380287,Material_31,Hard,97.18203532066359
Zansi Khanna,16,Female,India,Telangana,Bhatpara,Water quality scientist,Low,High,Advanced,Physics,50.6133742944669,3.1440374150479475,Material_13,Hard,83.33342220346819
Anirudh Khanna,12,Male,India,Chhattisgarh,Alwar,Research scientist (maths),Low,Middle,Intermediate,Algebra,65.73904674497962,1.8003296183500708,Material_36,Medium,109.26747716644223
Adweta Bhargava,7,Male,India,Uttar Pradesh,Meerut,Colour technologist,Low,Elementary,Beginner,Math Basics,79.3548549826385,2.420860817187857,Material_41,Basic,68.14249748458583
Anmol Karan,15,Male,India,Gujarat,Tirunelveli,"Embryologist, clinical",High,High,Advanced,Advanced Writing,66.15518230193193,2.3907847894069736,Material_27,Hard,101.59343511213604
Lucky Apte,15,Male,India,Tripura,Bhagalpur,Systems developer,Low,High,Advanced,Advanced Writing,100.0,2.2698003053312594,Material_30,Hard,96.91727239003913
Nachiket Mammen,11,Female,India,Rajasthan,Vellore,Water quality scientist,Low,Middle,Intermediate,Earth Science,86.75215449347795,2.2942831297228774,Material_28,Medium,87.58804221933151
Ladli Dewan,17,Female,India,Kerala,Ajmer,Immigration officer,Medium,High,Advanced,Advanced Writing,74.05589005277623,0.5144278228474514,Material_23,Hard,91.99905580878283
Christopher Gokhale,5,Female,India,Tamil Nadu,Sagar,Horticultural therapist,Low,Elementary,Beginner,Math Basics,55.415921105869515,2.2661212429496738,Material_39,Basic,79.13639976463314
Sarthak Trivedi,16,Male,India,Jharkhand,Aurangabad,Mental health nurse,Low,High,Advanced,Physics,82.4407313042878,0.6380178230571829,Material_16,Hard,84.23900273337075
Utkarsh Koshy,12,Female,India,Tripura,Sri Ganganagar,"Engineer, petroleum",High,Middle,Intermediate,English Literature,43.54060406970121,4.618895577466173,Material_27,Medium,94.82082503432133
Bhavna Solanki,10,Female,India,Chhattisgarh,Dharmavaram,Interpreter,Medium,Elementary,Beginner,Math Basics,63.96583499548217,8.22359381288772,Material_46,Basic,91.13637318232128
Tejas Borah,18,Female,India,Tripura,Bhubaneswar,"Production assistant, radio",Low,High,Advanced,Physics,130.62742005553613,1.7558291537592208,Material_50,Hard,93.66288728565978
Lajita Pillai,8,Male,India,Haryana,Mumbai,Further education lecturer,High,Elementary,Beginner,Math Basics,48.01938472676675,1.3167408791326156,Material_11,Basic,95.57308560004952
Sneha De,7,Female,India,Karnataka,Singrauli,"Engineer, maintenance",Medium,Elementary,Beginner,Math Basics,56.48742773345484,3.5506916928574928,Material_3,Basic,133.97641794348255
Anvi Boase,18,Female,India,Andhra Pradesh,Bharatpur,Ambulance person,Medium,High,Advanced,Advanced Writing,62.2250919916264,0.5475976577223358,Material_5,Hard,107.49777490370015
Harish Trivedi,17,Male,India,Manipur,Nashik,Learning disability nurse,High,High,Advanced,Advanced Writing,53.55004165083868,3.4031750556667566,Material_20,Hard,110.34231255430896
Maanav Nori,18,Male,India,Punjab,Guntakal,Merchant navy officer,High,High,Advanced,Physics,59.52037385295026,0.7195722304939611,Material_6,Hard,104.2633134906334
Aditya Dubey,17,Male,India,Maharashtra,Ujjain,Solicitor,Medium,High,Advanced,Physics,82.1230853167012,2.9974455709295653,Material_23,Hard,90.72008658219917
Triveni Natarajan,15,Male,India,Odisha,Vadodara,Architectural technologist,Low,High,Advanced,Physics,58.334201963565405,1.8436137746872117,Material_42,Hard,97.397243607642
Hredhaan Balasubramanian,17,Male,India,Goa,Sasaram,"Production assistant, television",High,High,Advanced,Calculus,85.20134575272027,3.930678515116443,Material_24,Hard,98.63727254368607
Nathan Sangha,18,Male,India,Haryana,Rajahmundry,Insurance claims handler,High,High,Advanced,Advanced Writing,87.95045105373961,0.9210451961618683,Material_36,Hard,91.62385642960649
Janani Bhasin,14,Male,India,Odisha,Rajpur Sonarpur,Exercise physiologist,Medium,Middle,Intermediate,Earth Science,58.80454284070038,2.2272550203744808,Material_14,Medium,91.23002785410026
Xalak Shere,15,Female,India,Madhya Pradesh,Madhyamgram,Retail manager,High,High,Advanced,Physics,50.89442397770644,1.314688247232225,Material_42,Hard,83.0430181244604
Geetika Buch,10,Female,India,Maharashtra,Dhule,Research scientist (physical sciences),High,Elementary,Beginner,Reading Comprehension,74.70882142892255,2.9943069216214973,Material_50,Basic,112.01034175717668
Falan Shankar,8,Female,India,Manipur,Rohtak,Operations geologist,High,Elementary,Beginner,Intro to Science,39.615897680333944,3.658220140906353,Material_12,Basic,88.26235136095349
Ati Srinivasan,5,Female,India,Madhya Pradesh,Coimbatore,Clinical cytogeneticist,Low,Elementary,Beginner,Math Basics,61.40523653627728,3.7602336120321436,Material_13,Basic,115.65634601336974
Samuel Balay,9,Female,India,Uttar Pradesh,Jalna,Charity officer,Medium,Elementary,Beginner,Math Basics,77.44806862003135,1.0311990762713803,Material_43,Basic,80.48463588659786
Fariq Sha,10,Male,India,West Bengal,Pimpri-Chinchwad,Insurance underwriter,Low,Elementary,Beginner,Reading Comprehension,62.97197657743186,4.520646360932299,Material_27,Basic,118.16279449082847
Aishani Sibal,12,Male,India,Uttarakhand,Anantapur,Advertising account executive,High,Middle,Intermediate,English Literature,57.712256982021664,3.4498232866990564,Material_21,Medium,98.09778371381027
Darsh Kant,9,Female,India,Odisha,Naihati,Civil Service fast streamer,Low,Elementary,Beginner,Reading Comprehension,83.85474795053662,1.470999335907879,Material_47,Basic,101.74026451770068
Udyati Dube,15,Female,India,Goa,Tezpur,"Geologist, engineering",High,High,Advanced,Calculus,72.65770496493703,3.342790761576496,Material_18,Hard,95.08735979951415
Vihaan Kohli,10,Female,India,Himachal Pradesh,Junagadh,Risk analyst,Medium,Elementary,Beginner,Reading Comprehension,75.45189367064202,2.29090677462339,Material_4,Basic,100.53011844516973
Aryan Vala,5,Female,India,Meghalaya,Sri Ganganagar,"Designer, industrial/product",Low,Elementary,Beginner,Intro to Science,61.43705767724557,3.775844040597761,Material_40,Basic,119.9620891843218
Gagan Ganesan,6,Female,India,Karnataka,Rajahmundry,Accommodation manager,Low,Elementary,Beginner,Reading Comprehension,90.55530800826047,2.9206069482803785,Material_4,Basic,84.6977523421738
Krish Nayak,14,Female,India,Andhra Pradesh,Chinsurah,Analytical chemist,Medium,Middle,Intermediate,Earth Science,66.15322716822168,1.9507319534406153,Material_4,Medium,83.59421518204951
Benjamin Ravi,9,Female,India,Goa,Hospet,"Production assistant, radio",Low,Elementary,Beginner,Reading Comprehension,59.261314168522205,4.621911186246015,Material_37,Basic,82.3249604746905
Netra Zacharia,15,Male,India,Mizoram,Unnao,Training and development officer,Low,High,Advanced,Calculus,66.69610200529087,4.834939026576786,Material_3,Hard,97.00294085827325
Pooja Wali,18,Male,India,Sikkim,Yamunanagar,Technical sales engineer,High,High,Advanced,Advanced Writing,68.51230423820591,0.8152063316543214,Material_42,Hard,104.99352704311922
Yahvi Radhakrishnan,14,Male,India,West Bengal,Jabalpur,Research scientist (life sciences),Medium,Middle,Intermediate,Algebra,81.28503427475492,0.7350752738890047,Material_41,Medium,119.13411570057376
Patrick Sheth,10,Female,India,Odisha,Srikakulam,Armed forces technical officer,Medium,Elementary,Beginner,Math Basics,92.54130588468466,0.6344142250944995,Material_25,Basic,139.16234504283454
Arin Upadhyay,5,Female,India,Meghalaya,Korba,Pensions consultant,Low,Elementary,Beginner,Math Basics,60.08741317509689,1.1785126593959965,Material_26,Basic,84.00478205874504
Ekanta Goswami,17,Male,India,Chhattisgarh,Sirsa,Agricultural engineer,Medium,High,Advanced,Advanced Writing,90.09690061070883,0.7932663375249086,Material_24,Hard,110.21203782400922
Aarini Bedi,12,Male,India,Karnataka,Kota,Banker,High,Middle,Intermediate,Algebra,100.0,1.8782634625892494,Material_7,Medium,100.96584721278309
Gautami Narayan,16,Female,India,Nagaland,Naihati,"Engineer, building services",Low,High,Advanced,Calculus,49.438646275164665,1.1056171472172491,Material_9,Hard,115.62172925356583
Ekiya Morar,17,Female,India,Odisha,Serampore,Warehouse manager,Low,High,Advanced,Physics,68.62938000214781,0.5709214577203718,Material_38,Hard,110.46655100144218
Falak Tiwari,12,Female,India,Jharkhand,Satna,Youth worker,Low,Middle,Intermediate,Algebra,97.9651948335683,2.456398505238268,Material_25,Medium,103.92476421638487
Chandresh Deo,14,Female,India,Rajasthan,Shimla,Solicitor,Low,Middle,Intermediate,English Literature,61.68241968087466,1.268866931649931,Material_45,Medium,113.0253759177168
Robert Raghavan,12,Female,India,Arunachal Pradesh,Khora ,"Restaurant manager, fast food",Low,Middle,Intermediate,Earth Science,70.47001635475435,3.478626142706761,Material_43,Medium,90.02185552012614
Aayush Majumdar,18,Female,India,Uttar Pradesh,Kozhikode,Writer,Low,High,Advanced,Calculus,89.34522509569061,2.265305521189047,Material_3,Hard,112.0186123130257
Gaurangi Gera,11,Female,India,Tripura,Bareilly,Cytogeneticist,Low,Middle,Intermediate,Earth Science,79.06592554344354,3.968631936180502,Material_44,Medium,125.56770312533962
Baghyawati Verma,8,Female,India,Telangana,Miryalaguda,Legal executive,High,Elementary,Beginner,Reading Comprehension,59.688729772952996,2.2448534540408382,Material_3,Basic,98.09720674149473
Alexander Magar,5,Female,India,Meghalaya,Sambhal,"Psychologist, educational",High,Elementary,Beginner,Intro to Science,66.99544925045866,1.902680980224772,Material_10,Basic,109.73196930559031
Aarav Cheema,18,Female,India,Punjab,Gangtok,Volunteer coordinator,Low,High,Advanced,Physics,56.533298969585545,4.938164884991197,Material_50,Hard,83.70031268165701
Alexander Bhandari,11,Female,India,Andhra Pradesh,New Delhi,"Journalist, newspaper",High,Middle,Intermediate,English Literature,97.9690972690958,3.23042678943368,Material_47,Medium,112.21912162634459
Yashodhara Kale,17,Male,India,Kerala,Proddatur,Radio producer,High,High,Advanced,Physics,80.94293311990342,4.4657483248481284,Material_26,Hard,105.57043364019827
Nitara Mahajan,16,Male,India,Goa,Solapur,Copy,Low,High,Advanced,Advanced Writing,85.86850045673472,3.029270235202972,Material_32,Hard,99.62895158102633
Faris Rajagopalan,9,Female,India,Haryana,Thoothukudi,Logistics and distribution manager,Medium,Elementary,Beginner,Reading Comprehension,44.43271711429541,4.525984488597874,Material_14,Basic,100.19395568279053
Urishilla Ben,14,Female,India,Punjab,Pallavaram,Product/process development scientist,Low,Middle,Intermediate,English Literature,81.8668292269104,1.617315048055608,Material_10,Medium,117.09787498882687
Anirudh Iyer,14,Female,India,Manipur,Farrukhabad,Systems developer,Medium,Middle,Intermediate,Earth Science,67.94146120358134,3.7130756625772263,Material_40,Medium,91.4059447668264
Samesh Zachariah,7,Male,India,Mizoram,Faridabad,Field trials officer,Medium,Elementary,Beginner,Reading Comprehension,78.61320394783093,3.172702627269373,Material_11,Basic,90.9706835987378
Neelima Krishna,8,Female,India,Mizoram,Ghaziabad,Web designer,Low,Elementary,Beginner,Intro to Science,71.55130616251948,3.303168341345749,Material_28,Basic,94.77797495117785
Nidra Desai,10,Male,India,Mizoram,Visakhapatnam,"Engineer, electrical",Low,Elementary,Beginner,Math Basics,74.80462856180769,3.9360819079574934,Material_44,Basic,94.00611874357159
Henry Ram,18,Female,India,Mizoram,Phusro,Ship broker,Low,High,Advanced,Calculus,72.95531765143245,0.7981626224617961,Material_7,Hard,94.92742540223381
Baghyawati Jhaveri,12,Female,India,Odisha,Katni,Forensic scientist,Low,Middle,Intermediate,Earth Science,98.89199152265789,3.4188440263039905,Material_33,Medium,92.8657240722701
Reyansh Basak,9,Male,India,Mizoram,Solapur,Mental health nurse,Medium,Elementary,Beginner,Math Basics,62.58714466933538,1.4255612837407137,Material_8,Basic,113.80423994532408
